features_number,accuracy
1611 0.8410041841
1616 0.841601912732
1630 0.842199641363
1639 0.842199641363
1663 0.842199641363
1674 0.842797369994
1695 0.842797369994
1693 0.842199641363
1719 0.8410041841
1721 0.842199641363
1747 0.841601912732
1742 0.8410041841
1761 0.841601912732
1770 0.841601912732
1770 0.842199641363
1782 0.841601912732
1802 0.841601912732
1810 0.842199641363
1587 0.844590555888
1831 0.842797369994
1829 0.842797369994
1841 0.841601912732
1842 0.8410041841
1866 0.8410041841
1873 0.8410041841
1877 0.840406455469
1887 0.840406455469
1903 0.840406455469
1938 0.8410041841
1964 0.840406455469
1959 0.839210998207
1979 0.8410041841
1972 0.841601912732
2006 0.840406455469
2014 0.840406455469
2025 0.839808726838
2037 0.839808726838
2033 0.840406455469
2056 0.840406455469
2072 0.8410041841
2080 0.840406455469
